Project_ID,CO2_Reduction,Energy_Output,Environmental_Risk_Index,Konteks_Lingkungan,Peringkat_Dampak,Investment_Cost,Revenue_Stream,Debt_Ratio,Payment_Delay,Konteks_Proyek,Status_Rank,GDP_Growth,Interest_Rate,Bond_Yield,Konteks_Ekonomi,Daya_Tarik_Investasi
PLTM-DIY-316,32901,17712,71,Richardview: debit air kuat,Medium: ★★☆☆☆,260.94,20.05,0.63,16,"PLTM di Lauraview, permintaan pasar tinggi",Medium: ★★★★★,3.8,4.7,5.3,East Tylertown: industri kuat,High: 💵💵💵💵💵
PLTA-JABW-317,52167,13610,36,Johnmouth: radiasi matahari tinggi,Medium: ★★☆☆☆,108.14,7.34,0.55,13,"PLTA di Royberg, tantangan lahan",Medium: ★☆,4.6,4.4,5.1,North Alan: pariwisata berkembang,Medium: 💵💵💵
PLTA-JATIM-318,52205,22871,37,Mossborough: debit air kuat,Medium: ★★☆☆☆,114.1,8.6,0.72,11,"PLTA di Hamiltonton, akses mudah",Low: ★★★★☆☆☆☆,5.2,3.7,4.8,Port Anita: industri kuat,High: 💵💵💵💵
PLTB-SULU-319,38977,20725,51,Janeview: debit air kuat,Medium: ★★★☆☆,134.61,8.51,0.51,52,"PLTB di West Angelaborough, permintaan pasar tinggi",Medium: ★★☆☆,5.4,4.6,5.4,Melissafurt: pertumbuhan stabil,High: 💵💵💵💵
PLTA-JATENG-320,54583,9651,36,West Austin: risiko sedang,Medium: ★★★☆☆,148.45,9.18,0.51,26,"PLTA di Port Laura, tantangan lahan",Medium: ★★★★★☆☆☆☆,4.5,4.1,5,Gabrielaton: pariwisata berkembang,Medium: 💵💵💵
PLTS-SULS-321,41426,14396,28,New Marieside: cuaca stabil,High: ★★★★☆,172.88,4.33,0.55,44,"PLTS di East Tiffanyview, tantangan lahan",Medium: ★★★★★☆,4.6,4.7,5.6,Port Tammybury: industri kuat,High: 💵💵💵💵
PLTB-SULTRA-322,53829,18565,13,Michaelborough: risiko sedang,Medium: ★★★☆☆,188.41,15.88,0.65,15,"PLTB di Fernandezside, tantangan lahan",High: ★★★★★,8.1,3,4.5,East Patricia: pertumbuhan stabil,High: 💵💵💵💵
PLTS-SULS-323,70688,26436,34,Martinview: debit air kuat,Medium: ★★☆☆☆,128.79,8.84,0.63,20,"PLTS di Port Jayshire, akses mudah",Medium: ★☆,3.8,4.4,5.3,Hollyberg: industri kuat,Low: 💵💵
PLTM-NTB-324,27089,10649,67,North Elizabethhaven: radiasi matahari tinggi,Medium: ★★★☆☆,123.23,10.74,0.53,56,"PLTM di Peckside, biaya logistik tinggi",Medium: ★★★★★☆☆,5.6,4.3,5.9,Lake Garyfort: pertumbuhan stabil,Medium: 💵💵💵
PLTB-JABW-325,48244,20674,46,Englishshire: cuaca stabil,High: ★★★★☆,214.79,14.1,0.67,49,"PLTB di North Brandyshire, tantangan lahan",Low: ★★★★★,4.8,4,5,Walkerburgh: pertumbuhan stabil,Medium: 💵💵💵
PLTS-GORONT-326,78783,24418,37,Howardshire: cuaca stabil,Medium: ★★★☆☆,228.91,22.82,0.69,16,"PLTS di Johnstonland, permintaan pasar tinggi",Medium: ★★★★☆,4.6,3.6,4.9,East Allisonbury: ekonomi agro,High: 💵💵💵💵💵
PLTB-GORONT-327,58760,23890,35,West Kevinport: cuaca stabil,Medium: ★★☆☆☆,138.52,6.54,0.56,35,"PLTB di Johnsonview, akses mudah",Medium: ★★☆☆☆☆,5.8,3.8,5,West Jillport: pariwisata berkembang,Low: 💵💵
PLTA-KALTIM-328,48094,19296,27,Loveside: radiasi matahari tinggi,Low: ★☆☆☆☆,154.26,3.11,0.58,60,"PLTA di Lake Ericbury, permintaan pasar tinggi",Medium: ★☆☆☆,3.7,4.6,5.8,New Ian: ekonomi agro,Medium: 💵💵💵
PLTA-SULS-329,54666,24084,30,Jamesmouth: debit air kuat,High: ★★★★☆,237.37,23.42,0.58,30,"PLTA di Mauricehaven, permintaan pasar tinggi",Low: ★★☆,5.9,3.4,4.2,Aaronbury: pariwisata berkembang,High: 💵💵💵💵
PLTB-NTB-330,43914,15884,29,South Jeffreymouth: debit air kuat,High: ★★★★☆,211.15,15.8,0.64,33,"PLTB di North Richard, biaya logistik tinggi",High: ★★★★★☆,4.5,3.1,4.2,Luisfurt: industri kuat,Low: 💵💵
PLTS-SULS-331,46316,24656,21,East Joestad: risiko sedang,Medium: ★★☆☆☆,249.36,24.49,0.61,22,"PLTS di New Davidhaven, biaya logistik tinggi",Low: ★★★☆☆☆,6,3.6,4.8,Port Adam: industri kuat,Low: 💵💵
PLTA-JABW-332,51998,19056,64,Jenniferton: debit air kuat,Medium: ★★★☆☆,186.62,16.01,0.43,50,"PLTA di Palmerhaven, biaya logistik tinggi",Medium: ★★★★★☆,4.2,3.9,4.9,New Jacquelineview: pertumbuhan stabil,Medium: 💵💵💵
PLTB-PAPU-333,38697,27646,67,South Brianchester: radiasi matahari tinggi,Medium: ★★★☆☆,180.11,14.67,0.58,26,"PLTB di Bonillaland, biaya logistik tinggi",Low: ★★,4.2,4,5.1,Moniquemouth: ekonomi agro,Low: 💵💵
PLTM-NTB-334,26307,13002,53,Port Zacharyport: risiko sedang,High: ★★★★☆,54.61,3.43,0.56,27,"PLTM di Warrenmouth, tantangan lahan",High: ★☆,6.5,4.3,4.9,East Julia: pertumbuhan stabil,High: 💵💵💵💵💵
PLTM-SULS-335,38402,7358,65,Trevorside: cuaca stabil,Medium: ★★☆☆☆,126.44,9.88,0.73,48,"PLTM di Hensonton, permintaan pasar tinggi",Medium: ★★★☆,4,3.3,4.1,South Steven: ekonomi agro,Medium: 💵💵💵
PLTM-JABW-336,42268,7441,26,Barnestown: debit air kuat,Medium: ★★★☆☆,127.44,11.6,0.72,43,"PLTM di Hopkinsshire, tantangan lahan",High: ★★★,4.6,3.8,5.1,Ashleybury: pertumbuhan stabil,Low: 💵💵
PLTA-MALUKU-337,31302,16445,47,South Codyhaven: radiasi matahari tinggi,High: ★★★★☆,172.46,12.04,0.6,40,"PLTA di Wrightport, biaya logistik tinggi",High: ★★★☆☆,3,3.7,4.8,Port Cynthia: ekonomi agro,High: 💵💵💵💵💵
PLTA-JABW-338,40177,18235,51,Kimberlybury: risiko sedang,Medium: ★★☆☆☆,132.87,11.08,0.5,58,"PLTA di Rachelmouth, akses mudah",High: ★★★★☆☆,4.8,4.3,5.3,East Stevenside: pertumbuhan stabil,High: 💵💵💵💵💵
PLTS-SULS-339,66202,26121,42,Romeroberg: debit air kuat,High: ★★★★★,47.5,4.9,0.57,26,"PLTS di Denisemouth, tantangan lahan",Low: ★★★★★,5.3,4.6,5.2,West Victor: pariwisata berkembang,Medium: 💵💵💵
PLTA-NTB-340,42905,16845,33,West Kimberly: risiko sedang,High: ★★★★☆,236.75,14.88,0.54,50,"PLTA di West Rebecca, tantangan lahan",Low: ★★★★★☆☆☆,5.2,3.4,4.3,West Cherylmouth: ekonomi agro,High: 💵💵💵💵
PLTS-SULU-341,79761,23335,34,Jamesland: debit air kuat,Medium: ★★☆☆☆,123.53,6.14,0.63,26,"PLTS di Smithborough, akses mudah",Low: ★★★☆☆☆,6.4,4,5.1,Mooreside: ekonomi agro,High: 💵💵💵💵
PLTB-SULU-342,56927,12922,70,New Jeffrey: radiasi matahari tinggi,Medium: ★★★☆☆,160.12,18.04,0.53,47,"PLTB di Jenkinstown, permintaan pasar tinggi",Medium: ★,6.5,4.4,5.6,South Marc: pariwisata berkembang,High: 💵💵💵💵💵
PLTS-GORONT-343,78510,23757,47,West Kevinton: debit air kuat,High: ★★★★★,157.02,6.38,0.49,42,"PLTS di East Sarahfort, biaya logistik tinggi",Medium: ★☆☆☆,4.9,4.2,5.2,Meganmouth: pariwisata berkembang,High: 💵💵💵💵
PLTM-SULS-344,43532,6146,56,Lake Penny: radiasi matahari tinggi,Medium: ★★★☆☆,59.1,5.63,0.59,46,"PLTM di Ochoaville, tantangan lahan",High: ★★☆☆☆☆,5.3,3.6,5,Davidton: industri kuat,Medium: 💵💵💵
PLTA-KALTIM-345,60417,20334,43,Mcbrideton: risiko sedang,Medium: ★★★☆☆,178.99,11.79,0.69,13,"PLTA di West Jeromestad, biaya logistik tinggi",Low: ★★★★★☆☆☆,6.3,4.5,5.3,Johntown: pariwisata berkembang,Medium: 💵💵💵
PLTS-KALTIM-346,80421,18534,40,North Kathrynport: risiko sedang,High: ★★★★☆,172.53,7.35,0.48,50,"PLTS di Johnfort, tantangan lahan",Medium: ★★★★☆☆☆☆,4.8,3.8,4.4,West Markbury: pariwisata berkembang,Medium: 💵💵💵
PLTM-SUMUT-347,37722,12754,53,"Tapanuli: banjir musiman, debit air stabil",High: ★★★★★,112.21,11.33,0.77,30,"PLTM di Brandishire, akses mudah",High: ★★☆☆☆,4.6,3.7,4.8,Melissaland: pertumbuhan stabil,High: 💵💵💵💵
PLTA-JABAR-348,46419,17442,56,Wallerborough: risiko sedang,Medium: ★★☆☆☆,54.53,5.8,0.61,42,"PLTA di South John, permintaan pasar tinggi",Low: ★★★☆☆,4.7,4,5,Ellisland: industri kuat,Low: 💵💵
PLTA-BANTEN-349,32687,23979,45,Garciachester: debit air kuat,High: ★★★★★,172.15,17.05,0.5,18,"PLTA di Elizabethtown, permintaan pasar tinggi",Low: ★★☆,5.4,3.9,5.2,Derrickburgh: pariwisata berkembang,Medium: 💵💵💵
PLTM-NTT-350,20109,11702,48,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★☆,171.61,15.34,0.53,18,"PLTM di New Valerie, akses mudah",Low: ★☆☆,4.4,3.9,4.6,Collinschester: pertumbuhan stabil,High: 💵💵💵💵
PLTB-SUMUT-351,58419,16523,10,"Tapanuli: banjir musiman, debit air stabil",High: ★★★★☆,131.26,7.77,0.44,49,"PLTB di West Ryan, biaya logistik tinggi",High: ★☆☆☆☆,4,4.1,5.5,New Rebeccaport: pertumbuhan stabil,High: 💵💵💵💵
PLTB-KALB-352,53131,15573,51,Lake Anthonybury: debit air kuat,Medium: ★★★☆☆,127.05,8.4,0.48,45,"PLTB di Garyfort, permintaan pasar tinggi",Low: ★☆☆,3.6,3.8,4.8,North Laura: pariwisata berkembang,High: 💵💵💵💵
PLTS-DIY-353,73550,22920,25,North Alfredhaven: radiasi matahari tinggi,High: ★★★★☆,180.41,9.68,0.68,54,"PLTS di Marshmouth, akses mudah",Low: ★★★★★,4.2,3.6,4.2,Davisstad: pariwisata berkembang,High: 💵💵💵💵💵
PLTA-KALB-354,44985,21901,52,North Jon: cuaca stabil,High: ★★★★☆,198.92,17.99,0.49,41,"PLTA di Lisaland, akses mudah",High: ★★☆☆,4.7,3.6,5,Wellsstad: industri kuat,High: 💵💵💵💵
PLTA-DIY-355,38032,21574,58,Lake Paul: risiko sedang,Low: ★☆☆☆☆,241.48,17.34,0.67,41,"PLTA di New Kristina, akses mudah",Low: ★☆☆☆☆,6.8,3.7,4.2,West William: pariwisata berkembang,Medium: 💵💵💵
PLTB-KALB-356,31199,20850,16,Jayville: risiko sedang,High: ★★★★★,131.38,11.66,0.62,59,"PLTB di South Natalieport, biaya logistik tinggi",High: ★★☆,5.3,4.1,5.5,South Brian: pertumbuhan stabil,High: 💵💵💵💵💵
PLTA-SULU-357,40476,15292,33,South Charlesport: debit air kuat,Low: ★☆☆☆☆,191.51,18.77,0.65,21,"PLTA di Lisaview, biaya logistik tinggi",High: ★★★☆,5.9,3.4,4.9,Dianaview: ekonomi agro,Medium: 💵💵💵
PLTS-KALB-358,97848,28678,52,North Melissa: cuaca stabil,Low: ★☆☆☆☆,67.17,4.67,0.53,18,"PLTS di East Anthony, akses mudah",Medium: ★★★★★☆☆,5.6,3.5,4.7,Port John: ekonomi agro,Medium: 💵💵💵
PLTA-JATIM-359,63705,20780,49,Robertland: radiasi matahari tinggi,Medium: ★★☆☆☆,100.61,6.34,0.72,35,"PLTA di Lake Alyssaberg, tantangan lahan",Medium: ★★★★☆,5.6,4,4.9,Port Kathy: pariwisata berkembang,Medium: 💵💵💵
PLTS-PAPU-360,44612,19645,54,Jameschester: risiko sedang,High: ★★★★☆,85.98,7.2,0.7,13,"PLTS di North John, akses mudah",High: ★★★★,4,4.1,5.4,Lake Adamview: pertumbuhan stabil,Medium: 💵💵💵
PLTM-BANTEN-361,35087,20605,38,Stoneberg: debit air kuat,High: ★★★★☆,202.94,15.53,0.68,49,"PLTM di Meganberg, biaya logistik tinggi",Medium: ★☆,5.4,3.6,4.7,Wintersshire: industri kuat,Medium: 💵💵💵
PLTS-BANTEN-362,47131,28016,37,Lunafurt: cuaca stabil,Medium: ★★☆☆☆,181.93,18.4,0.64,30,"PLTS di West Kenneth, biaya logistik tinggi",High: ★★★,5.1,3.6,4.4,New Michael: industri kuat,High: 💵💵💵💵💵
PLTS-KALSEL-363,92801,32181,32,Stonehaven: debit air kuat,High: ★★★★☆,152.3,9.43,0.72,25,"PLTS di Mayland, tantangan lahan",High: ★★★★☆☆☆,5.5,5,5.7,East Timothyview: ekonomi agro,High: 💵💵💵💵
PLTS-SULTRA-364,69329,26157,41,East James: cuaca stabil,High: ★★★★☆,139.22,8.71,0.69,20,"PLTS di Lake Tara, tantangan lahan",Low: ★★★★☆☆,5.6,3.5,4.9,Bookerland: pariwisata berkembang,High: 💵💵💵💵💵
PLTA-ACHD-365,61701,18537,46,North Sean: radiasi matahari tinggi,Low: ★☆☆☆☆,177.7,11.15,0.6,24,"PLTA di West Billy, tantangan lahan",Low: ★★★★☆,3.3,4.4,4.9,Lake Kevinburgh: pariwisata berkembang,High: 💵💵💵💵💵
PLTB-GORONT-366,65034,16679,41,Stephanieberg: cuaca stabil,High: ★★★★★,118.61,8.81,0.74,38,"PLTB di Mcintyreberg, permintaan pasar tinggi",High: ★☆☆☆☆,3,4.6,5.7,West Vincent: pertumbuhan stabil,High: 💵💵💵💵💵
PLTB-JATENG-367,37929,13698,70,Amberton: cuaca stabil,Medium: ★★★☆☆,102.72,5.85,0.71,10,"PLTB di North Robertmouth, biaya logistik tinggi",High: ★★☆,5.3,3.5,4.6,Davistown: ekonomi agro,High: 💵💵💵💵💵
PLTA-BALI-368,39742,22403,60,New Julie: cuaca stabil,High: ★★★★☆,176.6,15.41,0.78,39,"PLTA di West Jessica, permintaan pasar tinggi",Medium: ★★★★☆☆☆☆,5,3.4,4.5,Johnsonmouth: pariwisata berkembang,High: 💵💵💵💵
PLTM-KALB-369,49602,8955,51,Hunterburgh: cuaca stabil,Medium: ★★★☆☆,170.82,13.48,0.5,50,"PLTM di North Jermaine, permintaan pasar tinggi",Low: ★★☆,5.9,5.2,6.3,North Christymouth: ekonomi agro,High: 💵💵💵💵
PLTB-SULS-370,40959,11804,48,Kramermouth: cuaca stabil,Medium: ★★☆☆☆,205.19,18.37,0.6,22,"PLTB di West Christinefort, akses mudah",Medium: ★★☆,4.5,3.5,4.8,Thompsontown: pertumbuhan stabil,High: 💵💵💵💵💵
PLTA-NTB-371,59137,11817,68,Brianfort: cuaca stabil,High: ★★★★☆,178.7,19.3,0.47,12,"PLTA di Hoffmanside, biaya logistik tinggi",High: ★★★★★☆☆☆,3.9,3.9,5.1,Port Joshuachester: pariwisata berkembang,Medium: 💵💵💵
PLTS-KALTIM-372,101945,28530,32,Fosterstad: cuaca stabil,Medium: ★★★☆☆,98.68,10.32,0.5,37,"PLTS di Melissamouth, tantangan lahan",Low: ★★☆☆☆☆,6.3,3.9,5.4,New Tyler: industri kuat,High: 💵💵💵💵
PLTA-JATENG-373,56789,17452,37,Hernandezbury: debit air kuat,Medium: ★★★☆☆,132.95,11.77,0.61,48,"PLTA di West Jameshaven, akses mudah",Medium: ★★★☆,4.5,3.9,4.9,East Tiffanyview: ekonomi agro,Medium: 💵💵💵
PLTM-SULS-374,20098,13374,45,Nicoleside: debit air kuat,High: ★★★★☆,92.33,4.27,0.42,57,"PLTM di North Michael, permintaan pasar tinggi",High: ★★☆☆☆,3.9,3.6,5.2,Beardbury: ekonomi agro,High: 💵💵💵💵
PLTA-NTB-375,44741,18711,51,Amberburgh: radiasi matahari tinggi,High: ★★★★★,156.55,12.28,0.48,18,"PLTA di Port Natalie, akses mudah",Medium: ★★★★★☆,6.2,4.9,5.4,Port Amy: ekonomi agro,High: 💵💵💵💵
PLTB-GORONT-376,39759,16880,30,Rodgersfort: radiasi matahari tinggi,High: ★★★★★,175.3,11.47,0.82,37,"PLTB di Robinsontown, biaya logistik tinggi",Low: ★☆☆☆☆,6,4.1,5.4,Port Barbaraberg: pertumbuhan stabil,Low: 💵💵
PLTA-NTB-377,61059,15744,32,North Michelle: risiko sedang,High: ★★★★★,153.91,14.97,0.61,53,"PLTA di Nicholestad, permintaan pasar tinggi",High: ★★★☆☆☆,3.7,3.6,4.6,North Colleenhaven: industri kuat,High: 💵💵💵💵💵
PLTS-SULTRA-378,73865,34862,21,Curtisberg: radiasi matahari tinggi,High: ★★★★☆,175.28,19.24,0.83,16,"PLTS di Hughesfurt, akses mudah",High: ★★★☆☆☆☆,4.7,4.2,5.4,New Susanland: pariwisata berkembang,Medium: 💵💵💵
PLTB-JATENG-379,51954,17604,51,Rogerfort: debit air kuat,High: ★★★★★,23.39,2.19,0.61,53,"PLTB di South Josestad, permintaan pasar tinggi",Medium: ★★,4.8,5,5.8,West Patriciafurt: pertumbuhan stabil,Low: 💵💵
PLTM-BANTEN-380,32178,17974,46,South Tabitha: radiasi matahari tinggi,High: ★★★★☆,122.49,9.44,0.68,44,"PLTM di North Davidburgh, akses mudah",Low: ★☆☆☆,5.2,3.4,4.2,Erinberg: industri kuat,Medium: 💵💵💵
PLTS-PAPU-381,65889,24613,39,Joycefurt: debit air kuat,Low: ★☆☆☆☆,170.91,7.6,0.71,27,"PLTS di North Monicaton, permintaan pasar tinggi",Medium: ★☆☆,5.2,4.7,5.8,Port Caitlyn: industri kuat,Medium: 💵💵💵
PLTM-BANTEN-382,42709,13399,68,Trevorbury: cuaca stabil,Medium: ★★☆☆☆,176.11,13.74,0.83,30,"PLTM di Hectorland, biaya logistik tinggi",High: ★★★★★☆☆,5.7,4.3,4.9,East Yvonneview: ekonomi agro,Medium: 💵💵💵
PLTA-JATIM-383,37116,19170,47,Port Kellyside: risiko sedang,High: ★★★★★,119.29,9.88,0.76,43,"PLTA di Newtonfort, biaya logistik tinggi",High: ★★★★☆☆☆☆,5.6,3.4,4.4,Lake Elizabeth: industri kuat,Medium: 💵💵💵
PLTM-JABAR-384,29365,10836,50,Robleshaven: risiko sedang,High: ★★★★☆,126.12,6.92,0.59,31,"PLTM di South Samantha, permintaan pasar tinggi",High: ★★★★★☆,4.6,2.5,4.1,Kellyburgh: ekonomi agro,Medium: 💵💵💵
PLTS-SULTRA-385,91331,23118,35,North Frankfurt: cuaca stabil,High: ★★★★☆,91.42,10.41,0.79,38,"PLTS di Hughestown, akses mudah",High: ★★★☆,5.1,4.5,5.6,Paulachester: industri kuat,High: 💵💵💵💵💵
PLTB-KALB-386,36632,16352,46,East Ian: radiasi matahari tinggi,Medium: ★★★☆☆,127.27,9.63,0.59,28,"PLTB di Welchberg, biaya logistik tinggi",High: ★★★★☆,4.9,4,4.7,West Sean: ekonomi agro,High: 💵💵💵💵
PLTA-SUMUT-387,42829,12861,59,"Tapanuli: banjir musiman, debit air stabil",Medium: ★★★☆☆,44.72,4.61,0.74,15,"PLTA di North Benjaminville, biaya logistik tinggi",High: ★★★★★☆☆☆☆,4.8,2.7,3.6,North Stacyton: industri kuat,High: 💵💵💵💵💵
PLTM-JATIM-388,34550,8968,49,Michaelborough: risiko sedang,High: ★★★★★,226.51,21.13,0.51,37,"PLTM di Eatonstad, biaya logistik tinggi",High: ★★★★☆☆☆☆,3.7,3.8,4.7,Port Justinland: industri kuat,High: 💵💵💵💵
PLTS-SULS-389,82442,22323,40,Sanchezfort: debit air kuat,High: ★★★★☆,246.76,23.77,0.6,12,"PLTS di Crystalfurt, biaya logistik tinggi",Medium: ★★★★★☆☆☆☆,4.9,3.8,5.2,New Jessica: pertumbuhan stabil,Low: 💵💵
PLTM-GORONT-390,30608,12135,55,Robintown: radiasi matahari tinggi,Medium: ★★★☆☆,124.91,6.56,0.63,38,"PLTM di Port Vincent, tantangan lahan",Medium: ★,5,4.3,5.1,West Kayla: pariwisata berkembang,Medium: 💵💵💵
PLTS-NTT-391,93312,20616,52,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★☆,62.62,5.55,0.65,14,"PLTS di New Brendan, permintaan pasar tinggi",High: ★★★,4.4,4.2,5.6,Flemingbury: pertumbuhan stabil,Medium: 💵💵💵
PLTA-JATIM-392,27831,20010,10,Port Allen: debit air kuat,Medium: ★★★☆☆,101.72,11.45,0.54,52,"PLTA di Port Thomas, biaya logistik tinggi",Low: ★★☆,4.1,3.9,5.5,Lake Sarahfort: pariwisata berkembang,Medium: 💵💵💵
PLTA-SULTRA-393,31683,13794,67,New Alexander: risiko sedang,Medium: ★★☆☆☆,242.89,18.93,0.48,60,"PLTA di Timland, permintaan pasar tinggi",High: ★★☆☆☆☆,6.7,4.8,6,South Amytown: pertumbuhan stabil,High: 💵💵💵💵
PLTS-SUMUT-394,62813,24754,33,"Tapanuli: banjir musiman, debit air stabil",Medium: ★★★☆☆,166.54,18.16,0.69,15,"PLTS di Harrishaven, permintaan pasar tinggi",High: ★★★☆☆☆,4.1,4.7,5.8,Morganmouth: industri kuat,High: 💵💵💵💵
PLTM-DIY-395,39809,16399,43,Vincentfort: risiko sedang,Medium: ★★☆☆☆,148.21,10.28,0.44,49,"PLTM di Theresaville, permintaan pasar tinggi",High: ★★★★★☆☆☆☆,5.3,5.3,5.7,Westmouth: industri kuat,Low: 💵💵
PLTB-SULTRA-396,49677,20562,46,Janetview: cuaca stabil,Medium: ★★☆☆☆,144.34,7.8,0.62,14,"PLTB di Russellstad, permintaan pasar tinggi",High: ★★★★☆☆,4.4,2.9,4.3,South Benjaminview: pertumbuhan stabil,Medium: 💵💵💵
PLTM-JABAR-397,41708,12154,57,Lake Kyleview: risiko sedang,Medium: ★★☆☆☆,203.72,17.21,0.69,49,"PLTM di Lake Matthew, biaya logistik tinggi",Medium: ★★★,4.8,4.7,5.8,New Michaelbury: industri kuat,Medium: 💵💵💵
PLTM-SULU-398,36358,8189,57,New Williamstad: radiasi matahari tinggi,High: ★★★★☆,108.4,7.29,0.52,37,"PLTM di Stanleytown, akses mudah",Low: ★★★★☆☆,4.1,5.1,6.5,Erinfort: pertumbuhan stabil,Medium: 💵💵💵
PLTM-JABAR-399,48442,8331,55,North Kyleberg: radiasi matahari tinggi,High: ★★★★★,85.32,5.64,0.51,39,"PLTM di Keithchester, tantangan lahan",Medium: ★★★★★☆☆☆☆,6,3.8,5.1,Eddieburgh: ekonomi agro,High: 💵💵💵💵
PLTS-PAPU-400,84061,36518,20,Kathleenfort: radiasi matahari tinggi,High: ★★★★★,212.96,21.92,0.5,18,"PLTS di West Ethanhaven, akses mudah",High: ★☆☆☆☆,5.8,4.2,5.1,New Jillside: ekonomi agro,High: 💵💵💵💵
PLTS-NTT-401,62640,21404,55,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★☆,150.03,14.35,0.52,23,"PLTS di Port Timothy, biaya logistik tinggi",High: ★★★★☆☆☆,4.4,4.5,5.1,South Tammy: ekonomi agro,High: 💵💵💵💵
PLTB-JABAR-402,45847,18136,46,Margaretmouth: risiko sedang,High: ★★★★★,141.05,12.4,0.67,47,"PLTB di East Michaelland, permintaan pasar tinggi",High: ★☆,5.6,3.5,4.4,Kylehaven: industri kuat,Medium: 💵💵💵
PLTS-JABAR-403,92921,29473,21,Jamiefort: risiko sedang,High: ★★★★☆,167.57,6.78,0.6,49,"PLTS di Markport, akses mudah",Low: ★★★★★,6.5,3.5,4.2,Port Tamara: industri kuat,Medium: 💵💵💵
PLTB-SULS-404,57640,11828,35,Adamview: radiasi matahari tinggi,Low: ★☆☆☆☆,179.82,12.1,0.58,58,"PLTB di Jillland, tantangan lahan",Medium: ★★☆☆☆☆,5.6,4.2,5.3,Samanthastad: industri kuat,Low: 💵💵
PLTA-NTB-405,46608,19480,43,South Michaelport: debit air kuat,Medium: ★★★☆☆,172.89,12.11,0.58,39,"PLTA di Troyton, biaya logistik tinggi",Medium: ★,4.2,4,4.8,New Maryton: pertumbuhan stabil,High: 💵💵💵💵💵
PLTA-JABW-406,38859,19034,48,North Betty: risiko sedang,Medium: ★★★☆☆,189.14,13.5,0.64,34,"PLTA di South Alexandrashire, permintaan pasar tinggi",Medium: ★★,5.4,4.2,5,South Bobbyborough: pertumbuhan stabil,High: 💵💵💵💵
PLTA-JATENG-407,51493,19456,45,Klinefurt: radiasi matahari tinggi,Medium: ★★★☆☆,45.68,3.8,0.82,40,"PLTA di New Joshua, biaya logistik tinggi",Low: ★,4.7,3.6,4.7,Lake Yvette: industri kuat,Medium: 💵💵💵
